Fire Number;Incident Name;Fire Start Date;Initial Report Date;Fire Out Date;Region;Zone;County;Municipality;Cause;NFFL Fuel Model;Complex Type;Acreage;Latitude;Longitude;Ownership;State Land Unit Name;Total;Fatalities;Injuries;Homes Lost;Homes Threatened;Other Structures Lost;Other Structures Threatened;Reporting Ranger;Fire Report Method;Railroad Name;Location 1
NYS-2010-0072;NYS2010 #72;04/14/2010;04/14/2010;04/15/2010;5;5F;WASHINGTON;FORT ANN;Power line; 8 - Timber - Light Hardwood Litter;5;1.2;43.42723;-73.58413;Private Property;n/a;0;0;0;0;0;0;0;Donegan,Evan F;Supervisor;n/a;(43.42723, -73.58413)
NYS-2010-0071;Otis Fire;04/22/2010;04/22/2010;04/22/2010;1;1A;SUFFOLK;RIVERHEAD;Incendiary; 1 - Grass - Light;5;3;40.90304;-72.82721;State Forest/RF Area;Otis Pike Preserve;0;0;0;0;0;0;0;Burkholder,Michael W;911 Dispatch;;(40.90304, -72.82721)
NYS-2010-0070;Axle Grease Unit;04/20/2010;04/21/2010;04/20/2010;4;4A;ALBANY;COLONIE;Prescribed Fire; 9 - Timber - Medium Hardwood Litter;4;13.8;42.73983;-73.88666;Other Government;Albany Pine Bush Preserve;0;0;0;0;0;0;0;Kilpeck,Patrick K;Other;;(42.73983, -73.88666)
NYS-2010-0069;Bier Rd;04/20/2010;04/20/2010;04/20/2010;4;4A;ALBANY;COEYMANS;Miscellaneous; 7 - Brush - Understory;4;1.4;42.51453;-73.90535;Private Property;;0;0;0;0;0;0;0;Glesmann,Karen ;Fire Department;;(42.51453, -73.90535)
NYS-2010-0068;Red Schoolhouse Fire;04/20/2010;04/20/2010;04/20/2010;7;7A;OSWEGO;PALERMO;Debris Burning; 2 - Grass - Understory;4;1.2;43.32372;-76.31586;Private Property;;0;0;0;0;0;0;1;Jackson,Scott ;911 Dispatch;;(43.32372, -76.31586)
NYS-2010-0067;Baulch Fire;04/20/2010;04/20/2010;04/20/2010;5;5D;FULTON;STRATFORD;Debris Burning; 8 - Timber - Light Hardwood Litter;5;1;43.13906;-74.64484;Private Property;;0;0;0;0;0;0;0;Ploss,John ;Fire Department;;(43.13906, -74.64484)
NYS-2010-0066;Great Kills 2;04/19/2010;04/19/2010;04/19/2010;2;2A;RICHMOND;STATEN ISLAND;Incendiary; 3 - Grass - Heavy;4;6.9;40.54743;-74.12862;Federal Lands;;0;0;0;0;0;0;0;Thomes,Howard F;Sheriff;;(40.54743, -74.12862)
NYS-2010-0065;Matala Fire;04/15/2010;04/15/2010;04/15/2010;4;4A;RENSSELAER;SCHAGHTICOKE;Debris Burning; 1 - Grass - Light;4;0.3;42.88498;-73.6008;Private Property;;0;0;0;0;0;0;0;Hess,Joseph C;911 Dispatch;;(42.88498, -73.6008)
NYS-2010-0064;Tinkley Hollow;04/14/2010;04/14/2010;04/15/2010;4;4B;SCHOHARIE;MIDDLEBURGH;Incendiary; 9 - Timber - Medium Hardwood Litter;5;1;42.62834;-74.41224;Private Property;;0;0;0;0;0;0;0;Henry,William ;911 Dispatch;;(42.62834, -74.41224)
NYS-2010-0062;North Fire ;04/14/2010;04/14/2010;04/15/2010;8;8A;STEUBEN;HORNBY;Smoking; 9 - Timber - Medium Hardwood Litter;4;7;42.18905;-77.05019;Private Property;;0;0;0;0;0;0;0;Meehan,William X;911 Dispatch;;(42.18905, -77.05019)
NYS-2010-0061;South Fire ;04/14/2010;04/14/2010;04/14/2010;8;8A;STEUBEN;CORNING;Smoking; 9 - Timber - Medium Hardwood Litter;4;2;42.18339;-77.06007;Private Property;;0;0;0;0;0;0;0;Meehan,William X;911 Dispatch;;(42.18339, -77.06007)
NYS-2010-0060;Hawks Nest Fire;04/12/2010;04/12/2010;04/13/2010;3;3B;ORANGE;DEERPARK;Smoking; 9 - Timber - Medium Hardwood Litter;5;3.1;41.4331;-74.73611;Private Property;;0;0;0;0;0;0;0;Deslauriers,Jacob P;911 Dispatch;;(41.4331, -74.73611)
NYS-2010-0059;Pine Grove;04/12/2010;04/12/2010;04/12/2010;8;8A;STEUBEN;PULTENEY;Debris Burning; 9 - Timber - Medium Hardwood Litter;5;2.2;42.53432;-77.22488;Private Property;;36;0;0;0;0;0;0;Carpenter,Timothy J;911 Dispatch;;(42.53432, -77.22488)
NYS-2010-0058;Bradshaw Rd;04/11/2010;04/11/2010;04/11/2010;7;7A;OSWEGO;PALERMO;Debris Burning; 8 - Timber - Light Hardwood Litter;4;0.3;43.33011;-76.23492;Private Property;;0;0;0;0;1;0;1;Jackson,Scott ;911 Dispatch;;(43.33011, -76.23492)
NYS-2010-0057;Volney;04/03/2010;04/03/2010;04/03/2010;7;7A;OSWEGO;VOLNEY;Debris Burning; 1 - Grass - Light;4;0.6;43.38542;-76.33746;Private Property;;0;0;0;0;0;2;0;Jackson,Scott ;Other;;(43.38542, -76.33746)
NYS-2010-0056;Anglewood;04/08/2010;04/08/2010;04/09/2010;8;8A;STEUBEN;THURSTON;Debris Burning; 9 - Timber - Medium Hardwood Litter;4;3.5;42.19714;-77.25845;Private Property;;15;0;0;0;0;0;0;Carpenter,Timothy J;911 Dispatch;;(42.19714, -77.25845)
NYS-2010-0055;Cedar Knolls Fire;04/07/2010;04/07/2010;04/07/2010;3;3B;DUTCHESS;PINE PLAINS;Debris Burning; 5 - Brush - Continuous but Light;5;3.9;41.98893;-73.67809;Private Property;;0;0;0;0;0;0;0;Temple,Jenifer L;Landowner;;(41.98893, -73.67809)
NYS-2010-0054;Smithville Fire;04/08/2010;04/08/2010;04/08/2010;7;7A;CHENANGO;GREENE;Debris Burning;13 - Slash Heavy;5;0.2;42.38221;-75.80449;Private Property;;0;0;0;0;0;0;0;Oldroyd,Jeremy M;911 Dispatch;;(42.38221, -75.80449)
NYS-2010-0053;Great Kills 1;03/10/2010;04/08/2010;03/10/2010;2;2A;RICHMOND;STATEN ISLAND;Incendiary; 3 - Grass - Heavy;1;33.3;40.55051;-74.12715;Federal Lands;;0;0;0;0;0;0;0;Thomes,Howard F;Fire Department;;(40.55051, -74.12715)
NYS-2010-0052;Brown Mountain Fire ;04/07/2010;04/07/2010;04/11/2010;3;3B;PUTNAM;PATTERSON;Incendiary; 9 - Timber - Medium Hardwood Litter;5;10;41.4723;-73.56286;Private Property;;0;0;0;0;0;0;0;Baldwin,Benjamin C;911 Dispatch;;(41.4723, -73.56286)
NYS-2010-0051;Strathmore Ridge Fire;04/07/2010;04/07/2010;04/08/2010;1;1A;SUFFOLK;BROOKHAVEN;Incendiary; 8 - Timber - Light Hardwood Litter;5;1;40.88141;-72.91068;Other Government;;0;0;0;0;0;0;0;Thompson,Michael W;Fire Department;;(40.88141, -72.91068)
NYS-2010-0050;Long Island Ave Fire;04/07/2010;04/07/2010;04/08/2010;1;1A;SUFFOLK;BABYLON;Incendiary; 8 - Timber - Light Hardwood Litter;5;0.2;40.76759;-73.30741;Unique Area;Edgewood Oak Brush Plains;0;0;0;0;0;0;0;Thompson,Michael W;Fire Department;NA;(40.76759, -73.30741)
NYS-2010-0049;State Line Fire;04/07/2010;04/07/2010;04/09/2010;5;5F;WASHINGTON;SALEM;Power line; 8 - Timber - Light Hardwood Litter;4;1;43.10032;-73.27389;Private Property;;0;0;0;0;0;0;0;Bodnar,Michael J;911 Dispatch;;(43.10032, -73.27389)
NYS-2010-0048;Three Mile Bay;04/03/2010;04/06/2010;04/03/2010;7;7A;OSWEGO;CONSTANTIA;Campfire; 1 - Grass - Light;5;0.5;43.2446;-76.05805;Wildlife Management Area;Three Mile Bay WMA;0;0;0;0;0;0;0;Jackson,Scott ;Fire Department;;(43.2446, -76.05805)
NYS-2010-0047;Watts Fire;03/19/2010;03/19/2010;03/19/2010;9;9A;ALLEGANY;AMITY;Debris Burning; 9 - Timber - Medium Hardwood Litter;5;11;42.20996;-78.06442;Private Property;;0;0;0;0;0;0;0;Liebig,Peter J;Landowner;;(42.20996, -78.06442)
NYS-2010-0046;Buck Hill RX;04/05/2010;04/05/2010;04/05/2010;6;6C;ONEIDA;WESTERN;Prescribed Fire; 2 - Grass - Understory;4;10;43.361;-75.361;State Forest/RF Area;Buck Hill State Forest;0;0;0;0;0;0;0;Prunoske,James ;Other;;(43.361, -75.361)
NYS-2010-0045;Darren Rd Fire;04/05/2010;04/05/2010;04/06/2010;3;3B;DUTCHESS;UNION VALE;Debris Burning; 9 - Timber - Medium Hardwood Litter;5;9;41.67835;-73.70522;Private Property;;0;0;0;0;0;0;0;Baldwin,Benjamin C;911 Dispatch;;(41.67835, -73.70522)
NYS-2010-0044;Black Dog Fire;04/05/2010;04/05/2010;04/05/2010;9;9A;ALLEGANY;NEW HUDSON;Debris Burning; 8 - Timber - Light Hardwood Litter;5;1;42.31228;-78.30477;Private Property;;0;0;0;0;0;0;0;Thaine,Justin T;911 Dispatch;;(42.31228, -78.30477)
NYS-2010-0043;Route 32 Fire;04/05/2010;04/05/2010;04/05/2010;3;3B;ULSTER;SAUGERTIES;Incendiary; 5 - Brush - Continuous but Light;5;3;42.10345;-73.96549;Private Property;;0;0;0;0;0;0;0;Mecus,Robert ;Fire Department;;(42.10345, -73.96549)
NYS-2010-0042;Rifenburg Road Fire;04/05/2010;04/05/2010;04/05/2010;4;4A;RENSSELAER;BRUNSWICK;Equipment; 8 - Timber - Light Hardwood Litter;4;0.3;42.76548;-73.54723;Private Property;;0;0;0;0;0;0;0;Hess,Joseph C;911 Dispatch;;(42.76548, -73.54723)
NYS-2010-0041;Reagan Flats Fire;04/05/2010;04/05/2010;04/05/2010;6;6A;ST LAWRENCE;BRASHER;Miscellaneous; 1 - Grass - Light;4;10.2;44.92706;-74.63982;Private Property;;0;0;0;0;0;0;0;Gliddi,Thomas ;911 Dispatch;;(44.92706, -74.63982)
NYS-2010-0040;Acevedo Fire;04/04/2010;04/04/2010;04/05/2010;4;4B;DELAWARE;COLCHESTER;Children; 5 - Brush - Continuous but Light;5;1.5;42.124;-74.9258;Private Property;;0;0;0;0;0;0;0;Kerr,Ian M;911 Dispatch;;(42.124, -74.9258)
NYS-2010-0039;Trumbulls Corners;04/03/2010;04/03/2010;04/04/2010;7;7A;TOMPKINS;NEWFIELD;Smoking; 8 - Timber - Light Hardwood Litter;4;11.4;42.36005;-76.60572;Private Property;;0;0;0;0;0;0;1;Oldroyd,Joan T;911 Dispatch;;(42.36005, -76.60572)
NYS-2010-0038;Bammel Fire;04/02/2010;04/02/2010;04/02/2010;4;4A;GREENE;HALCOTT;Debris Burning; 1 - Grass - Light;5;0.3;42.21492;-74.45047;Private Property;;0;1;0;0;0;0;0;Kerr,Ian M;DEC Dispatch;;(42.21492, -74.45047)
NYS-2010-0037;Pine Bush Fire;04/04/2010;04/04/2010;04/05/2010;4;4A;ALBANY;COLONIE;Incendiary; 8 - Timber - Light Hardwood Litter;4;8.5;42.73727;-73.88625;Unique Area;Pine Bush;0;0;0;0;0;0;0;DiCintio,Chris A;DEC Dispatch;;(42.73727, -73.88625)
NYS-2010-0036;Rabbit Fire;04/04/2010;04/04/2010;04/06/2010;3;3A;SULLIVAN;COCHECTON;Incendiary; 9 - Timber - Medium Hardwood Litter;4;6;41.68995;-75.04505;Private Property;;0;0;0;0;0;0;0;Dawson,Robert B;911 Dispatch;;(41.68995, -75.04505)
NYS-2010-0035;Paris Fire;04/04/2010;04/04/2010;04/04/2010;4;4A;RENSSELAER;POESTENKILL;Debris Burning; 8 - Timber - Light Hardwood Litter;4;0.7;42.68028;-73.58607;Private Property;;0;0;0;0;0;0;0;Hess,Joseph C;911 Dispatch;;(42.68028, -73.58607)
NYS-2010-0033;Highlands;04/03/2010;04/03/2010;04/06/2010;3;3B;PUTNAM;PHILIPSTOWN;Incendiary; 7 - Brush - Understory;5;1;41.43132;-73.96798;OPR&HP (State Parks);Hudson Highlands;0;0;0;0;0;0;0;Ellenbogen,Marie C;Supervisor;;(41.43132, -73.96798)
NYS-2010-0031;Stemple Hill;04/04/2010;04/04/2010;04/05/2010;8;8A;ONTARIO;SOUTH BRISTOL;Debris Burning;12 - Slash - Medium;4;3.5;42.70455;-77.36256;Private Property;;0;0;0;0;0;0;0;Dormer,Patrick G;Ranger Patrol;;(42.70455, -77.36256)
NYS-2010-0030;Easter Fire;04/04/2010;04/04/2010;04/06/2010;8;8A;SENECA;TYRE;Incendiary; 4 - Brush - Heavy/Volatile;4;695;42.97229;-76.77024;Federal Lands;;0;0;0;0;0;0;0;Meehan,William X;911 Dispatch;;(42.97229, -76.77024)
NYS-2010-0029;Gearinger;04/01/2010;04/04/2010;04/01/2010;8;8A;LIVINGSTON;LIMA;Debris Burning; 3 - Grass - Heavy;2;40.9;42.8774;-77.60666;Private Property;;0;0;0;0;0;0;0;Cordell,Daniel S;Supervisor;;(42.8774, -77.60666)
NYS-2010-0028;Morton Fire;04/03/2010;04/03/2010;04/03/2010;9;9A;ALLEGANY;WEST ALMOND;Equipment; 8 - Timber - Light Hardwood Litter;4;5;42.30598;-77.94317;Private Property;;0;0;0;0;0;0;0;Thaine,Justin T;911 Dispatch;;(42.30598, -77.94317)
NYS-2010-0027;Observatory Fire ;04/03/2010;04/03/2010;04/03/2010;9;9A;ALLEGANY;ALFRED;Campfire; 8 - Timber - Light Hardwood Litter;4;10;42.24769;-77.77982;Private Property;;0;0;0;0;0;0;0;Thaine,Justin T;911 Dispatch;;(42.24769, -77.77982)
NYS-2010-0026;Raquette Lake;04/03/2010;04/03/2010;04/03/2010;5;5D;HAMILTON;ARIETTA;Equipment; 2 - Grass - Understory;5;0.2;43.8076;-74.61094;Forest Preserve;Blue Ridge wilderness;0;0;0;0;0;0;0;Scott,Jason S;Other;;(43.8076, -74.61094)
NYS-2010-0025;Allen Fire;04/03/2010;04/03/2010;04/03/2010;8;8A;STEUBEN;WOODHULL;Debris Burning; 3 - Grass - Heavy;4;2;42.12647;-77.41537;Private Property;;9;0;0;0;0;0;0;Farrand,Anne M;911 Dispatch;;(42.12647, -77.41537)
NYS-2010-0024;NYSEG Fire;04/03/2010;04/03/2010;04/03/2010;7;7A;CHENANGO;COVENTRY;Power line; 8 - Timber - Light Hardwood Litter;5;2;42.26226;-75.66303;Private Property;;0;0;0;0;0;0;0;Oldroyd,Jeremy M;911 Dispatch;;(42.26226, -75.66303)
NYS-2010-0023;Carmelitano Open Burn;04/02/2010;04/03/2010;04/02/2010;9;9A;CHAUTAUQUA;HANOVER;Debris Burning; 1 - Grass - Light;5;0.1;42.45989;-79.1705;Private Property;;0;0;0;0;0;0;0;Pachan,David L;Sheriff;;(42.45989, -79.1705)
NYS-2010-0022;Krzyzanowski Open Burn;04/02/2010;04/03/2010;04/02/2010;9;9A;CHAUTAUQUA;GERRY;Debris Burning; 5 - Brush - Continuous but Light;5;1;42.25019;-79.26797;Private Property;;0;0;0;0;0;0;0;Pachan,David L;Ranger Patrol;;(42.25019, -79.26797)
NYS-2010-0021;Stissing Mtn Fire;04/02/2010;04/02/2010;04/05/2010;3;3B;DUTCHESS;PINE PLAINS;Incendiary; 8 - Timber - Light Hardwood Litter;5;2;41.95569;-73.69683;Private Property;;0;0;0;0;0;0;0;Mecus,Robert ;911 Dispatch;;(41.95569, -73.69683)
NYS-2010-0020;Akhtar Fire;04/02/2010;04/02/2010;04/02/2010;4;4A;RENSSELAER;HOOSICK;Debris Burning; 1 - Grass - Light;4;1.5;42.86921;-73.31597;Private Property;;0;0;1;0;0;0;0;Hess,Joseph C;911 Dispatch;;(42.86921, -73.31597)
NYS-2010-0019;997 West Kill Rd;04/02/2010;04/02/2010;04/02/2010;4;4B;SCHOHARIE;BLENHEIM;Equipment; 2 - Grass - Understory;4;5;42.499;-74.53526;Private Property;;0;0;0;0;0;0;0;Henry,William ;911 Dispatch;;(42.499, -74.53526)
NYS-2010-0018;Depot Fire ;04/02/2010;04/02/2010;04/04/2010;8;8A;LIVINGSTON;NORTH DANSVILLE;Incendiary;10 - Timber  - Heavy Litter/Downed Fuels;2;6;42.57288;-77.69028;Private Property;;0;0;0;0;0;0;0;Cordell,Daniel S;911 Dispatch;;(42.57288, -77.69028)
NYS-2010-0017;Cicero Swamp;04/02/2010;04/02/2010;04/03/2010;7;7A;ONONDAGA;CICERO;Prescribed Fire; 1 - Grass - Light;3;35;43.15123;-76.06107;Wildlife Management Area;Cicero swamp;0;0;0;0;0;0;0;Prunoske,James ;State Police;;(43.15123, -76.06107)
NYS-2010-0016;Austin fire;04/02/2010;04/02/2010;04/02/2010;9;9A;ALLEGANY;AMITY;Debris Burning; 5 - Brush - Continuous but Light;5;0.3;42.2126;-78.02097;Private Property;;0;1;0;0;0;0;0;Liebig,Peter J;Local P.D.;;(42.2126, -78.02097)
NYS-2010-0015;Windsor Fire ;04/02/2010;04/02/2010;04/02/2010;9;9A;CATTARAUGUS;MANSFIELD;Debris Burning; 1 - Grass - Light;4;10.4;42.27028;-78.73469;Private Property;;0;0;0;0;0;0;0;Flanagan,Martin T;Landowner;;(42.27028, -78.73469)
NYS-2010-0014;Jerden Falls Fire ;04/02/2010;04/02/2010;04/03/2010;6;6B;LEWIS;CROGHAN;Incendiary; 9 - Timber - Medium Hardwood Litter;5;2;43.969;-75.344;Private Property;;0;0;0;0;0;0;0;Scanlon,John ;Sheriff;;(43.969, -75.344)
NYS-2010-0013;Delagrange Fire;04/01/2010;04/01/2010;04/01/2010;8;8A;STEUBEN;WHEELER;Debris Burning; 3 - Grass - Heavy;5;1;42.4811;-77.33912;Private Property;;0;0;0;0;0;0;0;Farrand,Anne M;DEC Dispatch;;(42.4811, -77.33912)
NYS-2010-0012;Ryan Fire;04/01/2010;04/01/2010;04/01/2010;8;8A;STEUBEN;COHOCTON;Smoking; 3 - Grass - Heavy;5;0.5;42.46813;-77.48821;Private Property;;0;0;0;0;0;0;0;Farrand,Anne M;911 Dispatch;;(42.46813, -77.48821)
NYS-2010-0011;Ward Fire;03/18/2010;03/18/2010;03/18/2010;7;7A;TIOGA;TIOGA;Debris Burning; 1 - Grass - Light;4;37.9;42.04017;-76.43354;Private Property;;0;0;0;0;0;0;0;Oldroyd,Joan T;911 Dispatch;;(42.04017, -76.43354)
NYS-2010-0010;Edgewood G Road;03/27/2010;03/27/2010;03/29/2010;1;1A;SUFFOLK;HUNTINGTON;Incendiary; 6 - Brush - Mixed/Regeneration;5;0.3;40.7856;-73.30039;Other Not Classified;Oak Brush Plains at Edgewood Preserve;0;0;0;0;0;0;0;Burkholder,Michael W;Ranger Patrol;;(40.7856, -73.30039)
NYS-2010-0009;Round Pond fire;03/28/2010;03/28/2010;03/29/2010;7;7A;CHENANGO;SMITHVILLE;Incendiary;10 - Timber  - Heavy Litter/Downed Fuels;5;0.1;42.40117;-75.83867;State Forest/RF Area;Long Pond SF;0;0;0;0;0;0;0;Prunoske,James ;911 Dispatch;;(42.40117, -75.83867)
NYS-2010-0008;Smith Road Fire;03/28/2010;03/28/2010;03/28/2010;7;7A;OSWEGO;HASTINGS;Debris Burning; 1 - Grass - Light;5;0.3;43.36948;-76.11039;Private Property;;0;0;0;0;0;0;0;Jackson,Scott ;911 Dispatch;;(43.36948, -76.11039)
NYS-2010-0007;B-7 Firebreak RX;03/25/2010;03/25/2010;03/26/2010;1;1A;SUFFOLK;BROOKHAVEN;Prescribed Fire; 3 - Grass - Heavy;4;7.5;40.92917;-72.94083;Wildlife Management Area;Rocky Point NRMA;0;0;0;0;0;0;0;Gallagher,Bryan ;Ranger Patrol;;(40.92917, -72.94083)
NYS-2010-0006;Holtz Fire ;03/21/2010;03/21/2010;03/21/2010;6;6C;HERKIMER;GERMAN FLATTS;Power line; 8 - Timber - Light Hardwood Litter;5;3.4;42.98529;-74.98781;Private Property;;0;0;0;0;0;0;0;Pickett,Adam ;911 Dispatch;;(42.98529, -74.98781)
NYS-2010-0005;Hoags Corners Road Fire;03/20/2010;03/20/2010;03/20/2010;4;4A;RENSSELAER;SCHODACK;Incendiary; 9 - Timber - Medium Hardwood Litter;4;1.7;42.54874;-73.59634;Private Property;;0;0;0;0;0;0;0;Hess,Joseph C;911 Dispatch;;(42.54874, -73.59634)
NYS-2010-0004;Carignan Fire;03/20/2010;03/20/2010;03/20/2010;4;4A;RENSSELAER;SCHAGHTICOKE;Debris Burning; 1 - Grass - Light;4;1.2;42.82425;-73.65173;Private Property;;0;0;0;0;0;0;0;Hess,Joseph C;911 Dispatch;;(42.82425, -73.65173)
NYS-2010-0003;Preston Pond RX;03/18/2010;03/18/2010;03/19/2010;1;1A;SUFFOLK;RIVERHEAD;Prescribed Fire; 1 - Grass - Light;4;5.7;40.90385;-72.82078;Wildlife Management Area;Peconic Headwaters NRMA;0;0;0;0;0;0;0;Gallagher,Bryan ;Other;;(40.90385, -72.82078)
NYS-2010-0002;Bingham Rd fire;03/18/2010;03/18/2010;03/18/2010;7;7A;CHENANGO;SHERBURNE;Debris Burning; 1 - Grass - Light;5;0.5;42.66617;-75.5216;Private Property;;0;0;0;0;0;0;0;Prunoske,James ;911 Dispatch;;(42.66617, -75.5216)
NYS-2010-0001;Krill Fire;03/17/2010;03/17/2010;03/17/2010;7;7A;CORTLAND;LAPEER;Debris Burning; 1 - Grass - Light;4;31.4;42.41724;-76.07043;Private Property;;0;0;0;0;0;0;0;Oldroyd,Jeremy M;911 Dispatch;;(42.41724, -76.07043)
NYS-2009-0174;Line Road East RX;10/25/2009;10/25/2009;10/25/2009;1;1A;SUFFOLK;RIVERHEAD;Prescribed Fire; 1 - Grass - Light;4;10.9;40.90302;-72.81399;Wildlife Management Area;Peconic Headwaters NRMA;0;0;0;0;0;0;0;Gallagher,Bryan ;Other;;(40.90302, -72.81399)
NYS-2009-0173;Jarbo prescribed burn;11/04/2009;11/30/2009;11/04/2009;4;4A;ALBANY;COLONIE;Prescribed Fire; 3 - Grass - Heavy;1;7;42.74745;-73.90662;Other Government;;0;0;0;0;0;0;0;Edmunds,Thomas R;Other;;(42.74745, -73.90662)
NYS-2009-0172;Keyser Kill Fire ;11/18/2009;11/18/2009;11/18/2009;4;4B;SCHOHARIE;FULTON;Miscellaneous; 8 - Timber - Light Hardwood Litter;1;0.5;42.50797;-74.39016;State Forest/RF Area;Keyser KIll SF ;0;0;0;0;0;0;0;Edmunds,Thomas R;Other;;(42.50797, -74.39016)
NYS-2009-0171;Tilbury Hill Fire;11/16/2009;11/16/2009;11/17/2009;7;7A;TIOGA;OWEGO;Debris Burning;10 - Timber  - Heavy Litter/Downed Fuels;4;5.5;42.09944;-76.15743;Private Property;;0;0;1;0;0;0;0;Oldroyd,Jeremy M;911 Dispatch;;(42.09944, -76.15743)
NYS-2009-0170;Sharpe Reservation Fire;11/12/2009;11/13/2009;11/14/2009;3;3B;DUTCHESS;FISHKILL;Incendiary; 8 - Timber - Light Hardwood Litter;5;73;41.50474;-73.88337;Private Property;;0;0;0;0;0;0;0;Baldwin,Benjamin C;911 Dispatch;;(41.50474, -73.88337)
NYS-2009-0169;Greene Fire;11/15/2009;11/15/2009;11/15/2009;6;6B;JEFFERSON;ADAMS;Debris Burning; 9 - Timber - Medium Hardwood Litter;4;7;43.89327;-75.98023;Private Property;;0;0;2;0;0;1;0;Hubschmitt,Michael ;911 Dispatch;;(43.89327, -75.98023)
NYS-2009-0168;Crossett Lake Fire;11/13/2009;11/13/2009;11/17/2009;5;5F;WASHINGTON;FORT ANN;Campfire; 9 - Timber - Medium Hardwood Litter;5;0.1;43.5007;-73.58818;Private Property;NA;0;0;0;0;0;0;0;Laczko,Jaime ;Other;;(43.5007, -73.58818)
NYS-2009-0167;Lynn Fire;11/13/2009;11/13/2009;11/13/2009;7;7A;BROOME;COLESVILLE;Debris Burning; 8 - Timber - Light Hardwood Litter;5;1.5;42.23167;-75.66767;Private Property;;0;0;0;0;0;0;0;Oldroyd,Jeremy M;911 Dispatch;;(42.23167, -75.66767)
NYS-2009-0166;HRRA #1;11/11/2009;11/11/2009;11/11/2009;5;5E;WARREN;WARRENSBURG;Campfire; 2 - Grass - Understory;5;0.1;43.41627;-73.87677;Forest Preserve;Lake George WF;0;0;0;0;0;0;0;Donegan,Evan F;Ranger Patrol;n/a;(43.41627, -73.87677)
NYS-2009-0165;Wesy Hurley Fire;11/11/2009;11/11/2009;11/12/2009;3;3A;ULSTER;HURLEY;Incendiary; 9 - Timber - Medium Hardwood Litter;4;3.8;42.009;-74.12537;Private Property;;0;0;0;0;0;0;0;Ellenbogen,Marie C;911 Dispatch;;(42.009, -74.12537)
NYS-2009-0164;Kayak;09/24/2009;09/24/2009;09/26/2009;5;5E;WARREN;LAKE LUZERNE;Campfire; 8 - Timber - Light Hardwood Litter;5;0.1;43.25143;-73.81087;Private Property;;0;0;0;0;0;0;0;Donegan,Evan F;911 Dispatch;;(43.25143, -73.81087)
NYS-2009-0163;Follensby;09/03/2009;09/03/2009;09/03/2009;5;5A;FRANKLIN;SANTA CLARA;Campfire; 8 - Timber - Light Hardwood Litter;5;0.1;44.19333;-74.20578;State Forest/RF Area;;0;0;0;0;0;0;0;Bassage,Keith ;911 Dispatch;;(44.19333, -74.20578)
NYS-2009-0162;Islands Fire;06/26/2009;06/26/2009;06/27/2009;5;5A;FRANKLIN;HARRIETSTOWN;Lightning; 8 - Timber - Light Hardwood Litter;5;0.1;44.18567;-74.20424;Forest Preserve;;0;0;0;0;0;0;0;Evans,Peter H;DEC Dispatch;;(44.18567, -74.20424)
NYS-2009-0161;Pine Bush - Friendly burn;07/15/2009;07/15/2009;07/16/2009;4;4A;ALBANY;ALBANY;Prescribed Fire; 7 - Brush - Understory;1;9.5;42.71394;-73.87236;Unique Area;Albany Pine Bush/ Friendly ;0;0;0;0;0;0;0;DiCintio,Chris A;Other;;(42.71394, -73.87236)
NYS-2009-0160;augerfalls lightnig;06/17/2009;06/17/2009;06/17/2009;5;5D;HAMILTON;WELLS;Lightning; 8 - Timber - Light Hardwood Litter;2;0;43.47076;-74.251;State Forest/RF Area;jessup river;0;0;0;0;0;0;0;Eakin,Thomas ;Other;;(43.47076, -74.251)
NYS-2009-0159;Morgan Hill;06/08/2009;06/08/2009;06/08/2009;7;7A;CORTLAND;CUYLER;Equipment; 1 - Grass - Light;5;0.1;42.77785;-76.0011;State Forest/RF Area;Morgan Hill SF;0;0;0;0;0;0;0;Giraud,William L;Ranger Patrol;;(42.77785, -76.0011)
NYS-2009-0158;Friendly Burn Unit;06/06/2009;06/06/2009;06/06/2009;4;4A;ALBANY;ALBANY;Prescribed Fire; 6 - Brush - Mixed/Regeneration;5;2;42.71394;-73.87236;Other Government;Albany Pine Bush Preserve;0;0;0;0;0;0;0;Glesmann,Karen ;Other;;(42.71394, -73.87236)
NYS-2009-0157;Huckleberry Mound Unit;06/05/2009;06/05/2009;06/05/2009;4;4A;ALBANY;ALBANY;Prescribed Fire; 6 - Brush - Mixed/Regeneration;5;5.8;42.71361;-73.8613;Other Government;Pine Bush;0;0;0;0;0;0;0;Glesmann,Karen ;Other;;(42.71361, -73.8613)
NYS-2009-0156;Emunah Fire;04/17/2009;04/17/2009;04/17/2009;3;3A;ULSTER;WAWARSING;Debris Burning; 8 - Timber - Light Hardwood Litter;5;2;41.72756;-74.4771;Private Property;;0;0;0;0;0;0;0;Dawson,Robert B;911 Dispatch;;(41.72756, -74.4771)
NYS-2009-0155;sanford st;05/26/2009;05/26/2009;06/09/2013;5;5E;WARREN;WARRENSBURG;Children; 9 - Timber - Medium Hardwood Litter;5;0.3;43.49451;-73.78062;Private Property;;0;0;0;0;0;0;0;Donegan,Evan F;911 Dispatch;;(43.49451, -73.78062)
