Fire Number;Incident Name;Fire Start Date;Initial Report Date;Fire Out Date;Region;Zone;County;Municipality;Cause;NFFL Fuel Model;Complex Type;Acreage;Latitude;Longitude;Ownership;State Land Unit Name;Total;Fatalities;Injuries;Homes Lost;Homes Threatened;Other Structures Lost;Other Structures Threatened;Reporting Ranger;Fire Report Method;Railroad Name;Location 1
NYS-2018-0130;Floodwood Site # 10 Fire;10/26/2018;10/26/2018;10/26/2018;5;5A;FRANKLIN;SANTA CLARA;Campfire; 7 - Brush - Understory;5;0.1;44.20416;-74.22834;Forest Preserve;Saranac Lake Wild Forest;0;0;0;0;0;0;0;Evans,Peter H;DEC Dispatch;;(44.20416, -74.22834)
NYS-2018-0129;Whiskey Field Rx;10/25/2018;10/25/2018;10/25/2018;1;1A;SUFFOLK;BROOKHAVEN;Prescribed Fire; 3 - Grass - Heavy;5;9.5;40.90923;-72.9458;State Forest/RF Area;Rocky Point;0;0;0;0;0;0;0;Carpenter,Timothy J;Ranger Patrol;;(40.90923, -72.9458)
NYS-2018-0128;Iota Rx;10/18/2018;10/18/2018;10/18/2018;4;4A;ALBANY;COLONIE;Prescribed Fire; 2 - Grass - Understory;5;7;42.74409;-73.89731;Other Government;Albany Pine Bush;0;0;0;0;0;0;0;Seeley,Jason J;Ranger Patrol;;(42.74409, -73.89731)
NYS-2018-0127;Stillwater 42 Island;09/18/2018;09/18/2018;10/04/2018;6;6B;HERKIMER;WEBB;Campfire; 7 - Brush - Understory;5;0.1;43.86613;-75.00585;Forest Preserve;Independence river wild forest;0;0;0;0;0;0;0;Savarie,Matthew J;Other;;(43.86613, -75.00585)
NYS-2018-0126;Woodhull Lake fire;09/15/2018;09/15/2018;09/16/2018;6;6C;HERKIMER;WEBB;Campfire; 7 - Brush - Understory;5;0.1;43.59837;-75.00669;Forest Preserve;Black River Wildforest;0;0;0;0;0;0;0;Hoag,Gregory W;911 Dispatch;;(43.59837, -75.00669)
NYS-2018-0125;Legion Fire;09/13/2018;09/13/2018;09/15/2018;5;5B;CLINTON;SARANAC;Debris Burning; 6 - Brush - Mixed/Regeneration;5;2.3;44.61529;-73.77964;Private Property;;0;0;0;0;0;0;0;Booth,Jared T;Ranger Patrol;;(44.61529, -73.77964)
NYS-2018-0124;Polliwog Fire ;09/08/2018;09/08/2018;09/10/2018;5;5A;FRANKLIN;SANTA CLARA;Campfire; 8 - Timber - Light Hardwood Litter;5;0.1;44.33436;-74.35028;Forest Preserve;Saranac Lakes Wild Forest ;0;0;0;0;0;0;0;Evans,Peter H;Other;;(44.33436, -74.35028)
NYS-2018-0123;Tongue Mountain Fire ;09/08/2018;09/08/2018;09/11/2018;5;5F;WARREN;BOLTON;Campfire; 7 - Brush - Understory;5;0.1;43.59848;-73.61794;Forest Preserve;Lake George Wild Forest ;0;0;0;0;0;0;0;Bodnar,Michael J;Other;;(43.59848, -73.61794)
NYS-2018-0122;Bear Cub Fire ;09/07/2018;09/07/2018;09/08/2018;5;5C;ESSEX;NORTH ELBA;Lightning; 8 - Timber - Light Hardwood Litter;5;0.1;44.22822;-73.9985;Private Property;;0;0;0;0;0;0;0;Evans,Peter H;Fire Department;;(44.22822, -73.9985)
NYS-2018-0121;Outlet 2 Fire;09/04/2018;09/04/2018;09/07/2018;5;5A;HAMILTON;LONG LAKE;Campfire; 7 - Brush - Understory;5;0.1;43.87841;-74.60239;Forest Preserve;Sargent Ponds Wild Forest ;0;0;0;0;0;0;0;Waters,James ;DEC Dispatch;;(43.87841, -74.60239)
NYS-2018-0120;Simon Pond Fire;08/31/2018;08/31/2018;09/01/2018;5;5A;FRANKLIN;ALTAMONT;Campfire; 8 - Timber - Light Hardwood Litter;5;0.1;44.19898;-74.45023;Private Property;;0;0;0;0;0;0;0;Evans,Peter H;Landowner;;(44.19898, -74.45023)
NYS-2018-0119;Moose Island Fire ;08/27/2018;08/27/2018;08/28/2018;5;5C;ESSEX;NORTH ELBA;Campfire; 7 - Brush - Understory;5;0.1;44.33278;-73.95667;Forest Preserve;Saranac Lakes Wild Forest ;0;0;0;0;0;0;0;Burns,Kevin ;911 Dispatch;;(44.33278, -73.95667)
NYS-2018-0118;Lost Bay Fire;08/26/2018;08/26/2018;08/26/2018;5;5F;WASHINGTON;FORT ANN;Campfire; 2 - Grass - Understory;5;0.1;43.55555;-73.61203;Forest Preserve;Lake George Wild Forest;0;0;0;0;0;0;0;Hess,Joseph C;Other;;(43.55555, -73.61203)
NYS-2018-0117;FCP Fire ;08/24/2018;08/24/2018;08/26/2018;5;5A;FRANKLIN;SANTA CLARA;Campfire; 7 - Brush - Understory;5;0.1;44.3356;-74.37198;Forest Preserve;Saranac Lakes Wild Forest ;0;0;0;0;0;0;0;Sabo,Scott L;DEC Dispatch;;(44.3356, -74.37198)
NYS-2018-0116;UC Fire ;08/23/2018;08/23/2018;08/24/2018;5;5D;HAMILTON;LONG LAKE;Campfire; 7 - Brush - Understory;5;0.1;43.8452;-74.65994;Forest Preserve;Moose River Plains Wild Forest ;0;0;0;0;0;0;0;Waters,James ;DEC Dispatch;;(43.8452, -74.65994)
NYS-2018-0115;Outlet Fire ;08/23/2018;08/23/2018;08/24/2018;5;5A;HAMILTON;LONG LAKE;Campfire; 7 - Brush - Understory;5;0.1;43.87841;-74.60239;Forest Preserve;Sargent Ponds Wild Forest ;0;0;0;0;0;0;0;Waters,James ;DEC Dispatch;;(43.87841, -74.60239)
NYS-2018-0114;Floodwood Pond Fire ;08/12/2018;08/12/2018;08/14/2018;5;5A;FRANKLIN;SANTA CLARA;Campfire; 7 - Brush - Understory;5;0.1;44.33247;-74.40249;Forest Preserve;Saint Regis Canoe Area ;0;0;0;0;0;0;0;McCone,Megan E;DEC Dispatch;;(44.33247, -74.40249)
NYS-2018-0113;Bug Lake Fire;08/12/2018;08/12/2018;08/13/2018;5;5D;HAMILTON;INLET;Campfire; 7 - Brush - Understory;5;0.1;43.76991;-74.73232;Forest Preserve;Moose River Plains Wild Forest ;0;0;0;0;0;0;0;Scott,Jason S;DEC Dispatch;;(43.76991, -74.73232)
NYS-2018-0112;John White WMA Fire;08/11/2018;08/12/2018;08/13/2018;8;8A;GENESEE;ALABAMA;Equipment; 1 - Grass - Light;5;0.1;43.08108;-78.39663;Wildlife Management Area;John White WMA;0;0;0;0;0;0;0;Kennedy,John S;911 Dispatch;;(43.08108, -78.39663)
NYS-2018-0111;Raripaco Club Fire;08/10/2018;08/10/2018;08/12/2018;6;6A;ST LAWRENCE;COLTON;Campfire; 2 - Grass - Understory;5;0.5;44.38015;-74.76836;Private Property;;0;0;0;0;0;0;0;Baldwin,Adam J;Other;;(44.38015, -74.76836)
NYS-2018-0110;Lake Colby;08/07/2018;08/07/2018;08/08/2018;5;5A;FRANKLIN;HARRIETSTOWN;Campfire; 8 - Timber - Light Hardwood Litter;5;0.1;44.33546;-74.14954;Other Government;;0;0;0;0;0;0;0;Balerno,Jeffrey ;Other;;(44.33546, -74.14954)
NYS-2018-0109;Lightning Hill;08/07/2018;08/07/2018;08/10/2018;5;5B;ESSEX;ELIZABETHTOWN;Lightning; 9 - Timber - Medium Hardwood Litter;5;0.1;44.16421;-73.54711;Conservation Easement;;0;0;0;0;0;0;0;Bode,Sarah ;911 Dispatch;;(44.16421, -73.54711)
NYS-2018-0108;Long Island Fire ;08/06/2018;08/06/2018;08/07/2018;5;5D;HAMILTON;INDIAN LAKE;Campfire; 7 - Brush - Understory;5;0.1;43.49228;-74.39227;Forest Preserve;Sargent Ponds Wild Forets ;0;0;0;0;0;0;0;Miller,Gary W;Other;;(43.49228, -74.39227)
NYS-2018-0107;Weller Pond Fire ;07/31/2018;07/31/2018;08/02/2018;5;5A;FRANKLIN;SANTA CLARA;Campfire; 7 - Brush - Understory;5;0.1;44.2876;-74.28868;Forest Preserve;Saranac Lakes Wild Forest ;0;0;0;0;0;0;0;Sabo,Scott L;DEC Dispatch;;(44.2876, -74.28868)
NYS-2018-0106;Koeberle Fire;07/20/2018;07/20/2018;07/22/2018;8;8A;ONTARIO;MANCHESTER;Equipment; 1 - Grass - Light;4;23.2;43.23374;-77.07078;Private Property;;0;0;0;0;0;0;0;Wickens,Ryan A;Landowner;;(43.23374, -77.07078)
NYS-2018-0105;Moose Pond Fire;07/26/2018;07/26/2018;07/29/2018;5;5A;ESSEX;ST ARMAND;Campfire; 7 - Brush - Understory;5;0.1;44.36946;-74.07224;Forest Preserve;Saranac Lakes Wild Forest ;0;0;0;0;0;0;0;McCone,Megan E.;DEC Dispatch;;(44.36946, -74.07224)
NYS-2018-0104;Stewart Lake;07/24/2018;07/24/2018;07/25/2018;5;5D;FULTON;CAROGA;Lightning; 9 - Timber - Medium Hardwood Litter;5;0.1;43.18409;-74.47961;Forest Preserve;Shaker Mt WF;0;0;0;0;0;0;0;Lewis,Andrew S;DEC Dispatch;;(43.18409, -74.47961)
NYS-2018-0103;Tooley Pond Road Fire;07/23/2018;07/23/2018;07/25/2018;5;6A;ST LAWRENCE;CLIFTON;Debris Burning; 6 - Brush - Mixed/Regeneration;5;0.3;44.25309;-74.88487;Private Property;;0;0;0;0;0;0;0;Baldwin,Adam J;911 Dispatch;;(44.25309, -74.88487)
NYS-2018-0102;Rainbow Lake ;07/22/2018;07/22/2018;07/27/2018;5;5A;FRANKLIN;BRIGHTON;Power line; 7 - Brush - Understory;5;2;44.2922;-74.0872;Other Not Classified;Powerline;0;0;0;0;0;0;0;Evans,Peter H;911 Dispatch;;(44.2922, -74.0872)
NYS-2018-0101;Forked Lake 46 Fire;07/22/2018;07/22/2018;07/22/2018;5;5A;HAMILTON;LONG LAKE;Campfire; 8 - Timber - Light Hardwood Litter;5;0.1;43.90773;-74.54275;Forest Preserve;Forked Lake CG;0;0;0;0;0;0;0;Zurek,Robert ;Supervisor;;(43.90773, -74.54275)
NYS-2018-0100;Stillwater Site 25 Fire;07/21/2018;07/21/2018;08/01/2018;6;6B;HERKIMER;WEBB;Campfire; 7 - Brush - Understory;5;1.1;43.92622;-74.91516;Forest Preserve;Stillwater Reserivoir ;0;0;0;0;0;0;0;Evans,Luke ;911 Dispatch;;(43.92622, -74.91516)
NYS-2018-0099;Shanty Fire;07/21/2018;07/21/2018;07/24/2018;5;5F;SARATOGA;CORINTH;Campfire; 8 - Timber - Light Hardwood Litter;5;0.1;43.24222;-73.8925;Conservation Easement;Mulleyville Trails;0;0;0;0;0;0;0;Goetke,Anthony G;DEC Dispatch;;(43.24222, -73.8925)
NYS-2018-0098;Indian Head Fire;07/21/2018;07/21/2018;07/21/2018;5;5C;ESSEX;KEENE;Campfire; 4 - Brush - Heavy/Volatile;5;0.1;44.11312;-73.82095;Conservation Easement;AMR Property;0;0;0;0;0;0;0;VanLaer,Scott L;Sheriff;;(44.11312, -73.82095)
NYS-2018-0097;Tioga Point Fire;07/21/2018;07/21/2018;07/23/2018;5;5D;HAMILTON;LONG LAKE;Campfire; 9 - Timber - Medium Hardwood Litter;5;0.1;43.50296;-74.37477;Forest Preserve;Sargants Pond Wild Forest;0;0;0;0;0;0;0;Miller,Gary W;Other;;(43.50296, -74.37477)
NYS-2018-0096;Old Dock Fire;07/21/2018;07/21/2018;07/23/2018;5;5A;FRANKLIN;HARRIETSTOWN;Campfire; 7 - Brush - Understory;5;0.1;44.24107;-74.31509;Forest Preserve;Saranac Lake Wild Forest;0;0;0;0;0;0;0;Burns,Kevin ;Fire Department;;(44.24107, -74.31509)
NYS-2018-0095;Rogers Rock ;07/20/2018;07/20/2018;07/20/2018;5;5E;WARREN;HAGUE;Campfire; 8 - Timber - Light Hardwood Litter;5;0.3;43.78438;-73.48542;Forest Preserve;;0;0;0;0;0;0;0;Perryman,Arthur C;911 Dispatch;;(43.78438, -73.48542)
NYS-2018-0094;North Bush Cemetery Fire;07/20/2018;07/20/2018;07/20/2018;5;5D;FULTON;CAROGA;Equipment; 1 - Grass - Light;5;0.3;43.08296;-74.48133;Other Government;;0;0;0;0;0;0;0;Lewis,Andrew S;911 Dispatch;;(43.08296, -74.48133)
NYS-2018-0093;Dromedary RX;07/20/2018;07/20/2018;07/22/2018;4;4A;ALBANY;GUILDERLAND;Prescribed Fire; 5 - Brush - Continuous but Light;5;33.6;42.71605;-73.88396;Unique Area;Albany Pine Bush;0;0;0;0;0;0;0;DiCintio,Chris A;Ranger Patrol;;(42.71605, -73.88396)
NYS-2018-0092;Long Lake Island;07/18/2018;07/18/2018;07/20/2018;5;5A;HAMILTON;LONG LAKE;Campfire; 7 - Brush - Understory;5;0.1;44.00148;-74.391;Forest Preserve;Sargeant Ponds WF;0;0;0;0;0;0;0;Zurek,Robert ;DEC Dispatch;;(44.00148, -74.391)
NYS-2018-0091;Sucker Brook Bay Fire;07/18/2018;07/18/2018;07/18/2018;5;5D;HAMILTON;LONG LAKE;Campfire; 9 - Timber - Medium Hardwood Litter;5;0.1;43.85119;-74.67268;Private Property;;0;0;0;0;0;0;0;Miller,Gary W;911 Dispatch;;(43.85119, -74.67268)
NYS-2018-0090;Cedar River Fire;07/16/2018;07/16/2018;07/17/2018;5;5D;HAMILTON;LAKE PLEASANT;Campfire; 9 - Timber - Medium Hardwood Litter;5;0.1;43.70851;-74.47188;Forest Preserve;West Canada Lakes;0;0;0;0;0;0;0;Miller,Gary W;Other;;(43.70851, -74.47188)
NYS-2018-0089;Old Barto Fire;07/14/2018;07/16/2018;07/17/2018;1;1A;SUFFOLK;BROOKHAVEN;Incendiary; 8 - Timber - Light Hardwood Litter;5;2.5;40.78878;-72.9047;Federal Lands;US Fish & Wildlife Wertheim National ;0;0;0;0;0;0;0;Pries,Joseph M;Other;;(40.78878, -72.9047)
NYS-2018-0088;Brandy Lake Fire;07/14/2018;07/14/2018;07/14/2018;6;6C;ONEIDA;FORESTPORT;Campfire; 7 - Brush - Understory;5;0.1;43.34024;-75.09174;Forest Preserve;Black River Wild Forest;0;0;0;0;0;0;0;Coscomb,Robert ;DEC Dispatch;;(43.34024, -75.09174)
NYS-2018-0087;Johnnycake hill;07/13/2018;07/13/2018;07/20/2018;7;7A;MADISON;MADISON;Debris Burning;13 - Slash Heavy;4;9.7;42.858;-75.5415;Private Property;;0;0;0;0;0;0;0;Virkler,Alexander R;911 Dispatch;;(42.858, -75.5415)
NYS-2018-0086;Intern East/West Rx;07/12/2018;07/12/2018;07/12/2018;4;4A;ALBANY;COLONIE;Prescribed Fire; 1 - Grass - Light;5;1.4;42.73964;-73.89046;Other Government;Albany Pine Bush;0;0;0;0;0;0;0;Nally,David X;Ranger Patrol;;(42.73964, -73.89046)
NYS-2018-0085;Woodhull Lake Fire;07/11/2018;07/11/2018;07/12/2018;6;6C;HERKIMER;WEBB;Campfire; 7 - Brush - Understory;5;0.1;43.35878;-75.01117;Forest Preserve;Black River Wildforest;0;0;0;0;0;0;0;Coscomb,Robert ;Landowner;;(43.35878, -75.01117)
NYS-2018-0084;Flat Rock Fire;07/12/2018;07/12/2018;08/09/2018;5;5B;CLINTON;ALTONA;Campfire; 6 - Brush - Mixed/Regeneration;3;547;44.87449;-73.6375;Forest Preserve;Flat Rock State Forest;410,150;0;0;0;3;0;0;Booth,Jared T;911 Dispatch;;(44.87449, -73.6375)
NYS-2018-0083;McKeever Bridge Fire;07/12/2018;07/12/2018;07/12/2018;6;6C;HERKIMER;WEBB;Power line; 6 - Brush - Mixed/Regeneration;5;0.2;43.36982;-75.0602;Forest Preserve;Black River Wild Forest;0;0;0;0;0;0;0;Coscomb,Robert ;911 Dispatch;;(43.36982, -75.0602)
NYS-2018-0082;Lyonsdale;07/11/2018;07/11/2018;07/12/2018;6;6B;LEWIS;LYONSDALE;Campfire;10 - Timber  - Heavy Litter/Downed Fuels;5;0.1;43.6183;-75.30015;Other Not Classified;;0;0;0;0;0;0;0;Candee,Martin ;911 Dispatch;;(43.6183, -75.30015)
NYS-2018-0081;Gordon Beach Fire;07/11/2018;07/11/2018;07/14/2018;8;8A;ONTARIO;SOUTH BRISTOL;Debris Burning; 8 - Timber - Light Hardwood Litter;5;0.5;42.68988;-77.3652;Private Property;;0;0;0;0;0;0;0;Dormer,Patrick G;Ranger Patrol;;(42.68988, -77.3652)
NYS-2018-0080;Cellar Mountain ;07/10/2018;07/10/2018;07/11/2018;5;5D;HAMILTON;LAKE PLEASANT;Lightning; 8 - Timber - Light Hardwood Litter;5;0.1;43.63222;-74.41882;Forest Preserve;West Canada Lake Wilderness;0;0;0;0;0;0;0;Kallen,David A;911 Dispatch;;(43.63222, -74.41882)
NYS-2018-0079;West Parishville;07/09/2018;07/09/2018;07/13/2018;6;6A;ST LAWRENCE;PARISHVILLE;Campfire; 7 - Brush - Understory;5;2.3;44.60998;-74.89493;State Forest/RF Area;West Parishville State Forest;0;0;0;0;0;0;0;Hogan,Joshua T;911 Dispatch;;(44.60998, -74.89493)
NYS-2018-0078;Albert Island;07/08/2018;07/08/2018;07/10/2018;6;6A;ST LAWRENCE;CLIFTON;Campfire; 8 - Timber - Light Hardwood Litter;5;0.2;44.1494;-74.80953;Private Property;;0;0;0;0;0;0;0;Benzel,William ;911 Dispatch;;(44.1494, -74.80953)
NYS-2018-0077;Village Fire;07/08/2018;07/08/2018;07/11/2018;5;5F;SARATOGA;CORINTH;Campfire;10 - Timber  - Heavy Litter/Downed Fuels;5;0.8;43.24471;-73.87928;Other Government;;0;0;0;0;0;0;0;Hess,Joseph C;911 Dispatch;;(43.24471, -73.87928)
NYS-2018-0076;Friendly Rx;06/26/2018;06/26/2018;06/26/2018;4;4A;ALBANY;ALBANY;Prescribed Fire; 6 - Brush - Mixed/Regeneration;5;0.6;42.71478;-73.86732;Other Government;Albany Pine Bush;0;0;0;0;0;0;0;Breigle,Jeffrey ;Ranger Patrol;;(42.71478, -73.86732)
NYS-2018-0075;Rt 49;06/26/2018;06/26/2018;06/29/2018;5;5F;WASHINGTON;GREENWICH;Miscellaneous;12 - Slash - Medium;5;1;43.17769;-73.4287;Private Property;;0;0;0;0;0;0;0;Laczko,Jaime ;911 Dispatch;;(43.17769, -73.4287)
NYS-2018-0074;BNL East Unit B RX;06/26/2018;06/26/2018;06/29/2018;1;1A;SUFFOLK;BROOKHAVEN;Prescribed Fire; 4 - Brush - Heavy/Volatile;4;8.5;40.88729;-72.85012;Other Government;;0;0;0;0;0;0;0;Gallagher,Bryan ;Ranger Patrol;;(40.88729, -72.85012)
NYS-2018-0073;Forked lake Fire;06/22/2018;06/22/2018;06/25/2018;5;5A;HAMILTON;ARIETTA;Campfire; 3 - Grass - Heavy;5;0.1;43.90587;-74.54506;Forest Preserve;Sagant Ponds Wilderness;0;0;0;0;0;0;0;Waters,James ;Ranger Patrol;;(43.90587, -74.54506)
NYS-2018-0072;Francis Lake Fire;06/22/2018;06/22/2018;06/23/2018;6;6B;LEWIS;WATSON;Campfire; 7 - Brush - Understory;5;0.1;43.85778;-75.18049;Forest Preserve;Independance River WF;0;0;0;0;0;0;0;Evans,Luke ;Ranger Patrol;;(43.85778, -75.18049)
NYS-2018-0071;Hasto Rd Fire;06/13/2018;06/21/2018;06/25/2018;7;7A;OSWEGO;ALBION;Equipment; 9 - Timber - Medium Hardwood Litter;5;1.1;43.5211;-76.05532;Private Property;;0;0;0;0;0;0;0;Jackson,Scott ;911 Dispatch;;(43.5211, -76.05532)
NYS-2018-0070;Thompson Bros;06/19/2018;06/19/2018;07/01/2018;5;5E;ESSEX;CROWN POINT;Lightning; 9 - Timber - Medium Hardwood Litter;5;3.5;43.92667;-73.467;Private Property;;0;0;0;0;0;0;0;Quinn,Logan T;911 Dispatch;;(43.92667, -73.467)
NYS-2018-0069;Fido Rx;06/12/2018;06/12/2018;06/13/2018;4;4A;ALBANY;ALBANY;Prescribed Fire; 6 - Brush - Mixed/Regeneration;5;8;42.71944;-73.86242;Other Government;Albany Pine Bush;0;0;0;0;0;0;0;Nally,David X;Ranger Patrol;;(42.71944, -73.86242)
NYS-2018-0068;Little Long Pond ;06/02/2018;06/02/2018;06/06/2018;5;5A;FRANKLIN;HARRIETSTOWN;Campfire; 7 - Brush - Understory;5;1;44.39054;-74.38096;Forest Preserve;St. Regis Canoe Area ;0;0;0;0;0;0;0;McCone,Megan E.;DEC Dispatch;;(44.39054, -74.38096)
NYS-2018-0067;Ned's Point Fire;05/31/2018;05/31/2018;06/01/2018;5;5A;FRANKLIN;DUANE;Campfire; 1 - Grass - Light;5;0.1;44.58566;-74.28727;Forest Preserve;Debar Mountain Wild Forest;0;0;0;0;0;0;0;Sabo,Scott L;911 Dispatch;;(44.58566, -74.28727)
NYS-2018-0066;Andromeda RX;05/30/2018;05/30/2018;05/31/2018;4;4A;ALBANY;GUILDERLAND;Prescribed Fire; 2 - Grass - Understory;5;29.6;42.72554;-73.87471;Other Government;Albany Pine Bush;0;0;0;0;0;0;0;Nally,David X;DEC Dispatch;;(42.72554, -73.87471)
NYS-2018-0065;Burnt Metal;05/27/2018;05/27/2018;05/27/2018;5;5E;WARREN;BOLTON;Equipment; 8 - Timber - Light Hardwood Litter;5;0.1;43.65264;-73.65811;Private Property;;0;0;0;0;0;0;0;Donegan,Evan F;911 Dispatch;;(43.65264, -73.65811)
NYS-2018-0064;Buck Pond Fire;05/24/2018;05/24/2018;05/24/2018;5;5A;FRANKLIN;FRANKLIN;Campfire; 8 - Timber - Light Hardwood Litter;5;0.5;44.50367;-74.11474;Forest Preserve;Buck Pond Campground ;0;0;0;0;0;0;0;Sabo,Scott L;Ranger Patrol;;(44.50367, -74.11474)
NYS-2018-0063;Island House;05/18/2018;05/18/2018;05/21/2018;5;5A;HAMILTON;LONG LAKE;Campfire; 5 - Brush - Continuous but Light;5;0.5;44.07636;-74.32835;Private Property;;0;0;0;0;0;0;0;Zurek,Robert ;911 Dispatch;;(44.07636, -74.32835)
NYS-2018-0062;Twin Lakes ;05/18/2018;05/18/2018;05/19/2018;6;6A;ST LAWRENCE;FINE;Equipment; 2 - Grass - Understory;5;11;44.17629;-75.05151;Private Property;;0;0;0;0;0;0;0;Baldwin,Adam J;911 Dispatch;;(44.17629, -75.05151)
NYS-2018-0061;Comet RX;05/17/2018;05/17/2018;05/17/2018;4;4A;ALBANY;GUILDERLAND;Prescribed Fire; 3 - Grass - Heavy;5;16;42.70948;-73.90008;Other Government;Albany Pine Bush;0;0;0;0;0;0;0;Seeley,Jason J;DEC Dispatch;;(42.70948, -73.90008)
NYS-2018-0060;Cupcake Rx;05/14/2018;05/14/2018;05/15/2018;4;4A;ALBANY;ALBANY;Prescribed Fire; 8 - Timber - Light Hardwood Litter;5;34.7;42.70967;-73.89068;Other Government;Albany Pine Bush;0;0;0;0;0;0;0;Seeley,Jason J;DEC Dispatch;;(42.70967, -73.89068)
NYS-2018-0059;Ganong Fire;05/14/2018;05/14/2018;05/15/2018;5;5B;CLINTON;SARANAC;Equipment;11 - Slash - Light;5;1.6;44.64759;-73.75257;Private Property;;0;0;0;0;0;0;0;Bronson,Glen A;Fire Department;;(44.64759, -73.75257)
NYS-2018-0058;Ames Rd.;05/13/2018;05/13/2018;05/16/2018;6;6A;ST LAWRENCE;EDWARDS;Debris Burning; 7 - Brush - Understory;5;68;44.31052;-75.30784;Private Property;;0;0;0;0;0;0;0;Benzel,William ;DEC Dispatch;;(44.31052, -75.30784)
NYS-2018-0057;Rocket Fire;05/11/2018;05/11/2018;05/13/2018;5;5F;SARATOGA;MALTA;Smoking; 8 - Timber - Light Hardwood Litter;5;1;42.9574;-73.76569;Private Property;;0;0;0;0;0;0;0;Goetke,Anthony G;911 Dispatch;;(42.9574, -73.76569)
NYS-2018-0056;Big Field North and South RX ;05/11/2018;05/11/2018;05/11/2018;1;1A;SUFFOLK;RIVERHEAD;Prescribed Fire; 1 - Grass - Light;4;18.8;40.9;-72.297;State Forest/RF Area;Peconic Headwaters;0;0;0;0;0;0;0;Gallagher,Bryan ;Ranger Patrol;;(40.9, -72.297)
NYS-2018-0055;William Henry Fire;05/10/2018;05/10/2018;05/10/2018;5;5F;SARATOGA;MOREAU;Campfire;11 - Slash - Light;4;0.5;43.28162;-73.63204;Private Property;;0;0;0;0;0;0;0;Hess,Joseph C;911 Dispatch;;(43.28162, -73.63204)
NYS-2018-0054;Froner's Rd 2;05/09/2018;05/09/2018;05/11/2018;3;3A;ULSTER;HURLEY;Incendiary; 9 - Timber - Medium Hardwood Litter;5;0.5;41.96128;-74.11152;Private Property;;0;0;0;0;0;0;0;Slade,Kevin M;911 Dispatch;;(41.96128, -74.11152)
NYS-2018-0053;Froner's Rd 1;05/09/2018;05/09/2018;05/11/2018;3;3A;ULSTER;HURLEY;Incendiary; 9 - Timber - Medium Hardwood Litter;5;0.5;41.96001;-74.1119;Private Property;;0;0;0;0;0;0;0;Slade,Kevin M;911 Dispatch;;(41.96001, -74.1119)
NYS-2018-0052;Whitcomb Fire;05/08/2018;05/09/2018;05/13/2018;6;6B;JEFFERSON;CLAYTON;Debris Burning; 2 - Grass - Understory;4;4.7;44.09641;-76.07243;Private Property;6G;0;0;0;0;0;0;0;Thomes,Howard F;Other;;(44.09641, -76.07243)
NYS-2018-0051;Gerkin RX ;05/09/2018;05/09/2018;05/09/2018;4;4A;ALBANY;ALBANY;Prescribed Fire; 3 - Grass - Heavy;5;15.2;42.6998;-73.86263;Unique Area;Albany Pine Bush;0;0;0;0;0;0;0;Nelson,Christine X;Ranger Patrol;;(42.6998, -73.86263)
NYS-2018-0050;Frontier Town ;05/08/2018;05/08/2018;05/16/2018;5;5E;ESSEX;NORTH HUDSON;Lightning; 8 - Timber - Light Hardwood Litter;5;26.5;43.96341;-73.73635;Forest Preserve;Dix Mountain Wilderness;0;0;0;0;0;0;0;Perryman,Arthur C;DEC Dispatch;;(43.96341, -73.73635)
NYS-2018-0049;Wanakena Rx;05/08/2018;05/08/2018;05/08/2018;6;6A;ST LAWRENCE;FINE;Prescribed Fire; 1 - Grass - Light;4;0.9;44.15729;-74.90008;Private Property;ESF Ranger School;0;0;0;0;0;0;0;Jackson,Scott ;Ranger Patrol;;(44.15729, -74.90008)
NYS-2018-0048;Cherry RX;05/08/2018;05/08/2018;05/09/2018;4;4A;ALBANY;ALBANY;Prescribed Fire; 9 - Timber - Medium Hardwood Litter;5;46.5;42.71266;-73.89289;Unique Area;Albany Pine Bush;0;0;0;0;0;0;0;Nelson,Christine X;Ranger Patrol;;(42.71266, -73.89289)
NYS-2018-0047;Debar Powerline;05/07/2018;05/07/2018;05/07/2018;5;5A;FRANKLIN;DUANE;Power line; 1 - Grass - Light;5;0.1;44.6376;-74.20181;Forest Preserve;Debar Mt Wild Forest;0;0;0;0;0;0;0;Sabo,Scott L;911 Dispatch;;(44.6376, -74.20181)
NYS-2018-0046;Knapp Fire ;05/06/2018;05/06/2018;05/06/2018;6;6A;ST LAWRENCE;STOCKHOLM;Debris Burning;11 - Slash - Light;5;0.2;44.47686;-74.52964;State Forest/RF Area;Knapp Station State Forest;0;0;0;0;0;0;0;Hogan,Joshua T;911 Dispatch;;(44.47686, -74.52964)
NYS-2018-0045;Harrington Hill;05/05/2018;05/05/2018;05/06/2018;5;5E;WARREN;WARRENSBURG;Power line; 9 - Timber - Medium Hardwood Litter;5;2;43.4751;-73.7674;Private Property;;0;0;0;0;1;0;0;Donegan,Evan F;911 Dispatch;;(43.4751, -73.7674)
NYS-2018-0044;Fallsburg Camps Fire;05/02/2018;05/02/2018;05/04/2018;3;3B;SULLIVAN;FALLSBURGH;Miscellaneous; 1 - Grass - Light;3;1.4;41.7183;-74.64143;Private Property;;0;0;3;0;0;13;6;Hettenbaugh,Matthew S;911 Dispatch;;(41.7183, -74.64143)
